,artist,count,genre
2528,Lookas,2,trap
2529,Looking Glass,2,70s
2530,Loompaskettee,1,dubstep
2531,Loona,151,pop
2532,Loony,1,rnb
2533,Lord Folter,1,alternative
2534,Lorde,4,pop
2535,Loren Allred,1,Soundtrack
2536,Los Cariñosos,1,spanish
2537,Los Chipis,1,psychedelic
2538,Los Hijos del Sol,1,cumbia
2539,Los Tres Caballeros,1,mexico
2540,Lost Horizon,1,Power metal
2541,Lou Bega,5,pop
2542,Lou Filou,1,
2543,Lou Grant,1,eurobeat
2544,Lou Phelps,11,rap
2545,Louie Zong,1,electronic
2546,Louis Armstrong,1,jazz
2547,Louis Cole,317,funk
2548,Louis the Child,1,electronic
2549,Lous and The Yakuza,1,rnb
2550,Love X Stereo,1,electronic
2551,LoveJoy,1,indie pop
2552,Lovely Summer Chan,2,j-pop
2553,Lovelyz,3,k-pop
2554,Loverboy,1,rock
2555,Lovewave,1,k-pop
2556,Lovey,2,soca
2557,Low Roar,2,ambient
2558,Lowell,1,pop
2559,Lower Than Atlantis,2,hardcore
2560,Lox Chatterbox,1,Hip-Hop
2561,Luca Testa,1,Italy
2562,Luca Turilli,5,Power metal
2563,Luca Turilli (Band),3,germany
2564,Lucid Monday,2,
2565,"Lucie,Too",1,japanese
2566,Lucki Starr,1,rnb
2567,Lucky Daye,3,soul
2568,Lucky Kilimanjaro,2,japanese
2569,Lucky Tapes,3,japanese
2570,Lucy,2,techno
2571,Lucy Neville,1,pop
2572,Lucy Pearl,1,soul
2573,Lucy Rose,10,folk
2574,Ludwig van Beethoven,1,Classical
2575,Luedji Luna,1,seen live
2576,Luis Fonsi,28,pop
2577,Luke Chiang,3,pop
2578,Luke Christopher,1,Hip-Hop
2579,Luke Tennyson,1,electronic
2580,Lukewarm,1,seen live
2581,Luli Lee,4,Korean
2582,Luna,5,indie
2583,Luna Li,2,indie pop
2584,Lunatic Sad,1,
2585,LunchMoney Lewis,8,Hip-Hop
2586,Lungfulls,2,beats
2587,Luschel,135,
2588,Luschka,1,J-rock
2589,Luther Vandross,1,soul
2590,Luv Zap,1,
2591,Lycii,1,trance
2592,Lykke Li,1,indie pop
2593,Lyn,11,Korean
2594,Lyu:Lyu,4,japanese
2595,Lé Real,1,vaporwave
2596,Léa Paci,1,french
2597,Løren,1,rock
2598,M-Project,2,happy hardcore
2599,M. Fukuda,1,electronic
2600,M. Pokora,1,rnb
2601,M.I.A.,4,Hip-Hop
2602,M2M,1,pop
2603,M2U,1,djmax
2604,M4SONIC,1,electronic
2605,MACHICO,2,japanese
2606,MACICO,2,lounge
2607,MAMADOL,1,k-pop
2608,MAMAMOO,991,k-pop
2609,MAN WITH A MISSION,2,J-rock
2610,MANWOLVES,6,jazz
2611,MASEraaaN,6,
2612,MASS OF THE FERMENTING DREGS,9,shoegaze
2613,MATOMA,1,House
2614,MAVE:,1,k-pop
2615,MAX,1,j-pop
2616,MAX CHANGMIN,3,k-pop
2617,MC Einstein,1,
2618,MC Kevin O Chris,1,funk
2619,MC MAGIC,1,rap
2620,MED,4,Hip-Hop
2621,MELODYDAY,1,k-pop
2622,METAFIVE,1,electronica
2623,METRO MEW,5,electronic
2624,MF DOOM,45,Hip-Hop
2625,MFSB,1,funk
2626,MGF,106,australian
2627,MGMT,2,electronic
2628,MIA GLADSTONE,3,pop
2629,MIKANZIL,61,electronic
2630,MILGRAM ムウ (CV: 香里有佐),1,milgram project
2631,MIMIDEATH,2,breakcore
2632,MINMI,1,japanese
2633,MINZY,2,Kpop
2634,MIREI,1,pop
2635,MISAMO,11,j-pop
2636,MISOGI,1,trap
2637,MISSIO,1,electronic
2638,MIYAVI,11,J-rock
2639,MIYEON,15,Korean
2640,MIYU,1,japanese
2641,MNK,2,electronic
2642,MOLICE,2,rock
2643,MOMOLAND,20,k-pop
2644,MONDO GROSSO,9,acid jazz
2645,MONKEY MAJIK,1,j-pop
2646,MONOBRIGHT,3,J-rock
2647,MONONKVL,1,jazz
2648,MONSTA X,6,k-pop
2649,MORTEN,1,rap
2650,MOTTO MUSIC,9,dance-pop
2651,MPH,5,UK Garage
2652,MR SLIPZ,1,UK
2653,MXMS,1,indie
2654,MXXWLL,36,Hip-Hop
2655,MYTH & ROID,3,j-pop
2656,MYUKKE.,3,electronic
2657,Maazel,1,future bass
2658,Mabanua,1,Hip-Hop
2659,Mac Ayres,6,rnb
2660,Mac DeMarco,3,Lo-Fi
2661,Mac Miller,2340,Hip-Hop
2662,Mac Wetha,1,indie pop
2663,Macaroni Enpitsu,2,rock
2664,Macem Ly,2,beats
2665,Machinae Supremacy,1,sid metal
2666,Machine Girl,187,breakcore
2667,Machine Gun Kelly,1,Hip-Hop
2668,Machinedrum,30,idm
2669,Macklemore,1,Hip-Hop
2670,Macklemore & Ryan Lewis,3,Hip-Hop
2671,Macross 82-99,9,vaporwave
2672,Mad Bliss,1,alternative rock
2673,Mad Circuit,1,
2674,Mad Seedling,1,
2675,MadBliss,2,Hip-Hop
2676,Madapter,1,
2677,Made in Hepburn,1,
2678,Made in M,14,beats
2679,MadeinTYO,1,hip hop
2680,Madeon,37,electronic
2681,Madilyn Bailey,1,pop
2682,Madison Beer,2,pop
2683,Madison Olds,1,pop
2684,Madlib,2,Hip-Hop
2685,Madonna,8,pop
2686,Madvillain,10,Hip-Hop
2687,Magdalena Bay,794,synthpop
2688,Maggie Lindemann,3,pop
2689,Maggie Rogers,1,indie pop
2690,Magic Circuit,1,electronic
2691,Magnetic North & Taiyo Na,1,Hip-Hop
2692,Magokoro Brothers,1,rock
2693,Maison book girl,2,j-pop
2694,Majid Jordan,41,rnb
2695,Major Harris,2,soul
2696,Major Lazer,4,seen live
2697,Majors,1,k-pop
2698,Make Them Suffer,1,deathcore
2699,Mal,1,deathcore
2700,Malia Løu,1,jazz
2701,Maliya,2,soul
2702,Mama Aiuto,2,electronic
2703,"Mameyudoufu, Kanata.N",1,
2704,Mamiko Suzuki,187,japan
2705,Man Cub,1,seen live
2706,Mannequin Pussy,2,noise rock
2707,Manny,1,seen live
2708,Manolo Escobar,1,spanish
2709,Mansur Brown,2,jazz
2710,Mantronix,2,Hip-Hop
2711,Manuel,1,eurobeat
2712,Maranatha! Vocal Band,1,Binding the strong man
2713,Marc E. Bassy,6,pop
2714,Marcela Mangabeira,3,Bossa Nova
2715,Maria Augusta,3,Bossa Nova
2716,Maria Szymanowska,1,Classical
2717,Mariah Carey,33,pop
2718,Mariah Nala,1,Hip-Hop
2719,Marianas Trench,8,pop punk
2720,Maribou State,1,ambient
2721,Marie Louise,1,japanese
2722,Marilyn Manson,11,industrial
2723,Marina,3,pop
2724,Marina Hova,1,
2725,Mario Bautista,1,pop
2726,Maris,1,pop
2727,Mariya Takeuchi,1,j-pop
2728,Mark,5,NCT
2729,Mark Ronson,7,funk
2730,Marko Polo,1,eurobeat
2731,Marmalade butcher,1,math rock
2732,Maro,1,pop
2733,Maroon 5,12,rock
2734,Marpril,36,japan
2735,Marshmello,3,electronic
2736,Martin Garrix,1,House
2737,Martyr Defiled,2,deathcore
2738,Marvin Gaye,2,soul
2739,Mary Jane Girls,1,funk
2740,Mary Lambert,4,acoustic
2741,Masaya,1,techno
2742,Masayoshi Soken,8,video game music
2743,Masked Man,11,United Kingdom
2744,Masked Wolf,1,Hip-Hop
2745,Maskinen,1,seen live
2746,Massive New Krew,7,hardstyle
2747,Mat Zo,34,trance
2748,Material Girl,1,sound collage
2749,Mathieu Saïkaly,1,french
2750,Matra Magic,8,Juke
2751,Matt Champion,3,rap
2752,Matt Houston,1,rnb
2753,Matt Martians,5,ofwgkta
2754,Matt Redman,1,worship
2755,Matt Sassari,1,techno
2756,Matt Watson,7,pop
2757,Matthew Wilder,1,80s
2758,Maurice Ravel,22,Classical
2759,Max Coveri,4,eurobeat
2760,Max Hobbs,1,
2761,Max Richter,1,ambient
2762,Maxx,3,eurodance
2763,May Lyn,1,electronic
2764,Maya Delilah,1,soul
2765,Maze,1,soul
2766,Mazzy Star,1,dream pop
2767,McClenney,1,soul
2768,McKay,1,rnb
2769,Mcap Steve,1,pop
2770,Mcbaise,2,psychedelic
2771,Meaningful Stone,44,indie rock
2772,MedaSin,1,trap
2773,Medina,1,pop
2774,Medusa,1,heavy metal
2775,Meek Mill,1,Hip-Hop
2776,Mega Bog,1,indie pop
2777,Mega NRG Man,1,eurobeat
2778,Mega Shinnosuke,9,japanese
2779,Megadeth,2,thrash metal
2780,Megan Thee Stallion,28,rap
2781,Meganeko,6,chiptune
2782,Meghan Trainor,1,pop
2783,Mei Ehara,1,singer-songwriter
2784,Mel Tormé,1,jazz
2785,Melanie Faye,1,indie
2786,Melanie Martinez,2,pop
2787,Melissa NKonda,1,soul
2788,Mellow Head,1,
2789,MellowHigh,2,Hip-Hop
2790,MellowHype,2,Hip-Hop
2791,MeloMance,1,Ballad
2792,Melodiesinfonie,2,instrumental hip-hop
2793,Meloh,3,Progressive
2794,Melt-Banana,46,noise rock
2795,Memex,1,idm
2796,Memro,1,Drum and bass
2797,Memtrix,1,Drum and bass
2798,Men at Work,1,80s
2799,Mendum,1,electronic
2800,Meow Skulls,1,
2801,Mercer,1,electronic
2802,Mere Notilde,7,future funk
2803,Merol,3,pop
2804,Merry Delo,2,
2805,Merzbow,18,noise
2806,Mes Aïeux,1,folk
2807,Meshuggah,1,Progressive metal
2808,Message To Bears,1,ambient
2809,Metallica,3,thrash metal
2810,Metalocalypse: Dethklok,1,death metal
2811,Metaroom,39,electronic
2812,Metro Boomin,3,trap
2813,Metro-Ongen,7,rock
2814,Metronomy,1,electronic
2815,Mezzoforte,15,jazz
2816,MiM0SA,1,dubstep
2817,MiSaMo,7,j-pop
2818,Mia,1,german
2819,Miami Horror,3,electronic
2820,Miami Party,1,alternative
2821,Michael Bublé,22,jazz
2822,Michael Calfan,1,House
2823,Michael Christmas,1,Hip-Hop
2824,Michael Franks,1,Smooth Jazz
2825,Michael Gray,1,House
2826,Michael Jackson,39,pop
2827,Michael Jordan Touchdown Pass,1,folk punk
2828,Michael Kaneko,3,japan
2829,Michael Learns to Rock,1,pop
2830,Michel Polnareff,3,french
2831,Michelle,7,Schlager
2832,Michiko Mada,78,pop
2833,Mick Jenkins,6,Hip-Hop
2834,Mid-Air Thief,5,folktronica
2835,Midas Hutch,1,Hip-Hop
2836,Migos,2,Hip-Hop
2837,Migos Ft. Lil Uzi Vert,2,
2838,Miguel,3,rnb
2839,Mihka!,54,
2840,Miike Snow,4,electronic
2841,Mikazuki BIGWAVE,9,future funk
2842,Mike,1,rap
2843,Mike Oldfield,7,Progressive rock
2844,Mike Oliver,1,
2845,Mike Williams,1,electronic
2846,Miki Matsubara,1,j-pop
2847,Mild High Club,6,psychedelic pop
2848,Milena,48,bulgarian
2849,Miles Davis,1,jazz
2850,Miley Cyrus,4,pop
2851,Mili,4,japanese
2852,Milka,2,japanese
2853,Milkavelli,1,Hip-Hop
2854,Milkoi,4,electronic
2855,Milkz,2,instrumental hip-hop
2856,Millenasia Project,1,Korean
2857,MinSu,2,Korean
2858,Mina Okabe,1,indie pop
2859,Mind Dimension,1,
2860,Mindless Self Indulgence,2,industrial
2861,Mindsight,3,rock
2862,Mingginyu,1,indie
2863,Minho,1,shinee
2864,Minnie ((G)I-DLE),12,Korean
2865,Minnie Riperton,2,soul
2866,Mino,6,rap
2867,Minor Majority,1,norwegian
2868,Minou,1,pop
2869,Minsu,1,Korean
2870,Mirabai Ceiba,1,new age
2871,Miracle Musical,1,experimental
2872,Miraie,5,Hip-Hop
2873,Misanthrop,1,Drum and bass
2874,Miso,9,rnb
2875,Missing Persons,1,new wave
2876,Missy Elliott,1,Hip-Hop
2877,MisterWives,1,indie
2878,Mitchie M,1,vocaloid
2879,Mitekiss,1,Drum and bass
2880,Mitomoro,8,american
2881,Mitski,6,seen live
2882,Mitsunori Ikeda,1,anime
2883,Mittsies,2,electro
2884,Mixk,1,
2885,Miyachi,8,Hip-Hop
2886,Miyako Hasegawa,2,female vocalist
2887,Miyo,1,electronic
2888,Miyu Tomita,1,japon
2889,Mizuki Ohira,6,j-pop
2890,Mk.gee,11,electronic
2891,Mndsgn,3,beats
2892,Mo Falk,3,electro house
2893,Mo Rana,1,chill
2894,Moderator,2,Hip-Hop
2895,Modern Talking,1,80s
2896,Modest Mouse,2,indie
2897,Modestep,2,dubstep
2898,Modjo,12,House
2899,Moe Shop,564,future funk
2900,Mogwai,1,post-rock
2901,Moira Dela Torre,2,singer-songwriter
2902,Mokyo,1,Korean
2903,Molotov Solution,1,deathcore
2904,Moltnz,1,
2905,Mom Tudie,1,electronic
2906,Mommy,40,Lo-Fi
2907,Mommy Son,1,Hip-Hop
2908,Mongo Santamaria,2,jazz
2909,Monique Kessous,3,Bossa Nova
2910,Monk,2,austrian
2911,Monma,11,beats
2912,Mono No Aware,4,Rhythmic Noise
2913,Mono/Poly,3,electronic
2914,Mono:Massive,2,beats
2915,Monobody,1,math rock
2916,Mononeon,3,funk
2917,Monsieur Untel,1,jamendo
2918,Monstercat,1,dubstep
2919,Monsune,15,indie pop
2920,Montrose,1,hard rock
2921,Monxx,1,dubstep
2922,Moodster,1,
2923,Moon Byul,203,k-pop
2924,Moon Sujin,13,rnb
2925,MoonMoon,1,indie
2926,Moonchild,3,jazz
2927,Moose Dawa,1,instrumental hip-hop
2928,Moow,2,hip hop
2929,Mord Fustang,2,electro house
2930,Morgan Page,1,House
2931,Mori Calliope,121,rap
2932,Mori Calliope / 森カリオペ,34,Hip-Hop
2933,Morimori Atsushi,152,electronic
2934,Morningtime,1,
2935,Morris Hardin,1,
2936,Mors Principium Est,1,Melodic Death Metal
2937,Mos Def,1,Hip-Hop
2938,Moses Gunn Collective,1,Psychedelic Rock
2939,Moshimo,3,rock
2940,Moti,1,rnb
2941,Mounika.,1,beats
2942,Mouse on the Keys,38,jazz
2943,Moushi,1,japanese
2944,MoxiFloxi,2,electronic
2945,Mozzy,1,rap
2946,Mr FijiWiji,1,chillstep
2947,Mr Jukes,1,jazz
2948,Mr Twin Sister,3,dream pop
2949,Mr. Big,2,hard rock
2950,Mr. Bill,2,glitch
2951,Mr. Mister,2,80s
2952,Mr. Muthafuckin' eXquire,1,Hip-Hop
2953,Mr. Shirai,1,lofi
2954,MrHeadA$$Trendy,1,comedy
2955,Mrs. GREEN APPLE,5,japanese
2956,Mtume,2,funk
2957,Mulú,1,seen live
2958,Mura Masa,2,electronic
2959,Murdock,2,seen live
2960,Muse,3,alternative rock
2961,Musen,1,alternative rock
2962,Mustafa,1,brazilian drum and bass
2963,Mustard,1,rap
2964,Mux Mool,1,electronic
2965,Muzio Clementi,1,Classical
2966,Muzzy,1,Drum and bass
2967,My Chemical Romance,2,rock
2968,My Letter,2,indie
2969,My NamE,1,punk
2970,Mylène Farmer,1,french
2971,Mystery Jets,1,indie
2972,Mystery Skulls,254,synthpop
2973,Måneskin,3,rock
2974,Mélonade,2,future funk
2975,N*E*R*D,10,Hip-Hop
2976,N.A.S.A.,1,Hip-Hop
2977,N.E.R.D,154,Hip-Hop
2978,N.Flying,2,Korean
2979,NAMEDARUMAAZ,3,Hip-Hop
2980,NANBA HiTECH FULLONs,2,
2981,NANORAY,2,hardcore breaks
2982,NARUDORA,3,
2983,NATUREBOY FLAKO,3,electronic
2984,NAYEON,164,k-pop
2985,NCT,10,k-pop
2986,NCT 127,410,k-pop
2987,NCT 2020,2,Korean
2988,NCT DREAM,34,k-pop
2989,NCT U,7,k-pop
2990,NEGATIVE XP,1,incelcore
2991,NEGI,1,japanese
2992,NEGUSE,2,touhou
2993,NEIKED,2,pop
2994,NEUPINK,1,digital hardcore
2995,NF,2,Hip-Hop
2996,NMIXX,11,k-pop
2997,NOGYMX,1,instrumental
2998,NOISEMAKER,1,japanese
2999,NOMELON NOLEMON,1,pop rock
3000,NOTA,2,Oi
3001,NUITO,6,math rock
3002,NUMBER GIRL,4,japanese
3003,NUMBER VOGEL,1,rock
3004,NUU$HI,2,dubstep
3005,NVADRZ,1,electronic
3006,Nada,1,italian
3007,Nadeco,1,makina
3008,Naeem,1,rap
3009,NakamuraEmi,1,japanese
3010,Naked Force,1,
3011,Nakimushi,1,japanese
3012,Nakuru Aitsuki,1,japan
3013,Namaskar Blunt,1,
3014,Nanahira,218,j-pop
3015,Nanahira & Camellia,2,
3016,"Nanahira, Camellia",1,
3017,NanahoshiKangengakudan,3,japanese
3018,Nanashi Hachiya,1,
3019,Nanawoakari,2,pop
3020,Nancy Wilson,1,jazz
3021,Nao,3,soul
3022,Napalm Death,1,grindcore
3023,Nariaki Obukuro,1,electronic
3024,Nas,3,Hip-Hop
3025,Nasaya,1,House
3026,Nascent,1,neofolk
3027,Nat King Cole,2,jazz
3028,Natalie Cole,1,jazz
3029,Natalie La Rose,1,pop
3030,Nature,2,Hip-Hop
3031,Naughty By Nature,1,Hip-Hop
3032,Nautilus,1,Progressive rock
3033,Naux,1,electronic
3034,Nava Tehila,1,female vocalists
3035,Ne-Yo,9,rnb
3036,Near X Far,1,
3037,Necrophagist,3,Technical Death Metal
3038,Neil Diamond,1,singer-songwriter
3039,Neil Frances,4,electronic
3040,Neil Sedaka,4,oldies
3041,Neil Young,3,classic rock
3042,Neko Hacker,3,electropop
3043,Nelson Mandela,1,africa
3044,Nelver,1,Drum and bass
3045,Nelward,8,electronic
3046,Nena,15,german
3047,Neo Nomen,1,
3048,Neon Bunny,4,Korean
3049,Neon Indian,5,electronic
3050,Neon Trees,4,indie
3051,Nerd Magnet,1,japanese
3052,Nero,2,dubstep
3053,Nessa Barrett,1,pop
3054,Netsky,1,Drum and bass
3055,Neutral Milk Hotel,1,indie
3056,New Empire,1,rock
3057,New Order,86,new wave
3058,New Seekers,1,70s
3059,NewJeans,144,k-pop
3060,Nez,1,dance
3061,Nhato,70,trance
3062,"Nhato, RANASOL",1,
3063,Nhato; RANASOL,2,
3064,Nicholas Fraser,1,pop
3065,Nick Hakim,2,soul
3066,Nick Hook,2,electronic
3067,Nicki Minaj,9,Hip-Hop
3068,Nicky Youre,1,indie
3069,Nicolaas,1,electronic
3070,Night Club,1,synthpop
3071,Night Tempo,3,future funk
3072,Nightmare,2,J-rock
3073,Nikhil Prakash,1,USA
3074,Niki,4,pop
3075,Nima Van Ghavim,1,trance
3076,Nina Simone,1,jazz
3077,Nineteen,1,heavy metal
3078,Ninja Sex Party,1,comedy
3079,Ninja We Made It.,2,
3080,Ninomae Ina’nis,54,hololive
3081,Nitro Fun,6,electronic
3082,Nive,3,Korean
3083,NiziU,1,j-pop
3084,Nizikawa,1,japanese
3085,Njomza,2,electronic
3086,Noah Giesler,1,
3087,Noax,1,trap
3088,Noisestorm,28,dubstep
3089,Noisia,2,Drum and bass
3090,Noizenecio,1,Gabber
3091,Noizu,1,House
3092,Nokae,1,
3093,Nokdu,1,Korean
3094,Nokiaa,8,jazz
3095,Noma,8,psytrance
3096,Nomico,1,touhou
3097,Nona Reeves,1,japanese
3098,Noname,15,Hip-Hop
3099,Nonoy Zuniga,1,OPM
3100,Norah Jones,1,jazz
3101,Normani,3,rnb
3102,Nosaj Thing,1,electronic
3103,Not Literally,1,All
3104,Notaker,2,electronic
3105,Nu:Tone,1,Drum and bass
3106,Nucksal,2,Korean
3107,Nudge'em All,1,power pop
3108,Nujabes,2,Hip-Hop
3109,Nulbarich,1,japanese
3110,NxWorries,1,soul
3111,Nxworries,8,soul
3112,Nyarons,3,j-pop
3113,Nymano,15,instrumental
3114,O-Zone,1,dance
3115,O.zic,1,
3116,OBKR,1,
3117,ODESZA,27,chillwave
3118,OFWGKTA,2,Hip-Hop
3119,OGRE YOU ASSHOLE,47,japanese
3120,OGUOGU,1,Kpop
3121,OH MY GIRL,45,k-pop
3122,OH MY GIRL BANHANA,3,k-pop
3123,OHTORA,2,japanese
3124,OMEGA X,1,k-pop
3125,OMSB,1,Hip-Hop
3126,ONE OK ROCK,1,J-rock
3127,ONEUS,5,k-pop
3128,ONEWE,2,k-pop
3129,ONO1,2,
3130,OOHYO,4,electronic
3131,OR3O,1,USA
3132,ORIGINAL LOVE,2,japanese
3133,OSC,1,dubstep
3134,OVAN,1,Korean
3135,OVCOCO,1,k-rnb
3136,OVXX,1,experimental hip hop
3137,OZWORLD,1,visual kei
3138,Oasis,9,britpop
3139,Obijuan,2,rap
3140,Obscure of Acacia,2,deathcore
3141,Ocelot,22,psytrance
3142,Ocha,4,electronic
3143,Odd Future,10,Hip-Hop
3144,Odd Nosdam,1,Hip-Hop
3145,Oddly Godly,1,USA
3146,Offaiah,1,House
3147,Official HIGE DANdism,1,japanese
3148,Ogie Alcasid,18,OPM
3149,Oh Shu,1,japan
3150,Ohashi Trio,2,jazz
3151,Ohbliv,2,instrumental hip-hop
3152,Ohio Players,1,funk
3153,Oilix,2,Hip-Hop
3154,Oingo Boingo,2,new wave
3155,Okada Takuro,1,japanese
3156,Ol Wallace,1,USA
3157,Ol' Burger Beats,2,Hip-Hop
3158,Olan Mill,1,ambient
3159,Oliver Heldens,3,House
3160,Oliver Malcolm,1,alternative
3161,Olivia Newton-John,7,pop
3162,Olivia O'Brien,1,pop
3163,Olivia Rodrigo,12,pop
3164,Olivia Rose Keegan,1,Soundtrack
3165,Omar Apollo,11,rnb
3166,Omaure,3,chillhop
3167,Omega Sapien,1,electronic
3168,Omi,5,reggae
3169,Omniboi,18,electronic
3170,Omoi,1,vocaloid
3171,Omori,1,bulgarian
3172,Omoshiro Sangokushi,1,
3173,Onderkoffer,1,trap
3174,One,5,Greek
3175,One Direction,2,pop
3176,OneRepublic,1,rock
3177,Onew,14,k-pop
3178,OnlyOneOf,2,k-pop
3179,Onsoku Line,1,J-rock
3180,OoOo,1,singer-songwriter
3181,Open Mike Eagle,7,Hip-Hop
3182,Opgekonkerd,1,hardcore
3183,Opus Inn,1,japanese
3184,Orange & Lemons,1,OPM
3185,Orange Caramel,2,k-pop
3186,Orbiter,5,doom metal
3187,Orca-Luca,4,
3188,Oresama,4,japanese
3189,Orestes Gomez,1,jazz
3190,Ori Rose,2,USA
3191,Origami Button,1,math rock
3192,Orion Nocaps,3,
3193,Orla Gartland,2,indie
3194,Orleans,2,classic rock
3195,Oro Solido,2,merengue
3196,Orville Peck,1,country
3197,Oscar Hollis,1,
3198,Oscar Jerome,2,jazz
3199,Oscar Peterson Trio,2,jazz
3200,Osvaldo,4,minimal
3201,Osvaldorio,1,indonesia
3202,Otis Neon,1,chill
3203,Otoboke Beaver,2,punk
3204,Otogivanashi,1,
3205,Ouija Chords,1,
3206,Our Stolen Theory,3,electronic
3207,OurR,3,indie
3208,Ouska,5,electronic
3209,Outfade,1,UK
3210,Ovall,3,japanese
3211,OverTheDogs,1,rock
3212,Overspace,4,
3213,Owen,1,indie
3214,Oyubi,83,footwork
3215,Ozuna,13,Reggaeton
3216,Ozzy Osbourne,2,heavy metal
3217,P*Light,47,happy hardcore
3218,P.O.D.,1,Nu Metal
3219,P1Harmony,1,k-pop
3220,PANTHEPACK,2,rap
3221,PARKGOLF,1,vaporwave
3222,PARTYNEXTDOOR,1,rnb
3223,PELICAN FANCLUB,3,shoegaze
3224,PENOMECO,14,rap
3225,PIKASONIC,1,electronic
3226,PIKOTARO,1,j-pop
3227,PINK GUY,1,Hip-Hop
3228,PIXL,4,electronic
3229,PIXY,6,k-pop
3230,PJ Morton,2,rnb
3231,PLASTIC GIRL IN CLOSET,7,shoegaze
3232,PLT,2,rap
3233,POETICS,1,instrumental hip-hop
3234,POP! CORN,1,Korean
3235,PPCX,6,electronic
3236,PRETTYMUCH,7,pop
3237,PRFCT Mandem,4,Drum and bass
3238,PRISTIN,29,k-pop
3239,PRISTIN V,4,k-pop
3240,PROFF,1,Progressive House
3241,PRiZM,2,synthwave
3242,PSYQUI,1667,future bass
3243,PUNPEE,1,Hip-Hop
3244,PUP,1,punk rock
3245,PURPLE KISS,1,k-pop
3246,PYRMDPLAZA,1,electronic
3247,Pa's Lam System,7,japanese
3248,Packy,1,Hip-Hop
3249,PandRezz,1,electronic
3250,Panda Eyes,1,electronic
3251,Panic! at the Disco,1,rock
3252,Panjabi MC,2,Bhangra
3253,Panzer,1,heavy metal
3254,Paper Void,1,Hip-Hop
3255,Paradis,1,electronic
3256,Paradox Interactive,1,video game music
3257,Paramore,1,rock
3258,Paranoid void,14,math rock
3259,Parcels,4,seen live
3260,Park Kyung,155,rap
3261,"Parks, Squares and Alleys",2,indie
3262,Particle House,1,pop
3263,Pascal Parisot,1,french
3264,Pasocom Music Club,1,electronic
3265,PassCode,1,kawaii metal
3266,Pat Benatar,1,rock
3267,Pathology,1,Brutal Death Metal
3268,Patrice Rushen,5,soul
3269,Patrick Paige II,3,rnb
3270,Patty Hill,3,
3271,Paul Arcane,1,progressive trance
3272,Paul Blanco,1,Hip-Hop
3273,Paul Grant,2,electronic
3274,Paul Kim,2,American Idol
3275,Paul Lovett,1,
3276,Paul McCartney,13,classic rock
3277,Paula Abdul,1,pop
3278,Pavilion Xool,1,
3279,PawPaw Rod,3,rap
3280,Payday,1,hardcore
3281,Peabo Bryson,3,soul
3282,Peaceful Me,1,white noise
3283,Peach Pit,1,math rock
3284,Pearl Jam,1,Grunge
3285,Pegboard Nerds,24,dubstep
3286,Peggy Gou,1,House
3287,Peking Duk,1,indie
3288,Pele,3,math rock
3289,Pentagon,6,k-pop
3290,People Under the Stairs,1,Hip-Hop
3291,Pepe,3,Hip-Hop
3292,Perfume,30,electronic
3293,Perrion,1,Hip-Hop
3294,Perry Como,3,jazz
3295,Perry Goldfish,1,
3296,Pet Shop Boys,1,synthpop
3297,Peter Cottontale,1,rnb
3298,Peter Frampton,2,classic rock
3299,Peter Schilling,17,new wave
3300,Phace,1,Drum and bass
3301,Phantoms,4,hardcore
3302,Pharaon de WInter,1,under 2000 listeners
3303,Pharoah Sanders,1,jazz
3304,Pharrell Williams,3,Hip-Hop
3305,Phe Reds,1,seattle
3306,Pherato,2,
3307,Phil Collins,1,pop
3308,Phil Oakey,1,80s
3309,Phil Smooth,1,
3310,Philanthrope,23,instrumental hip-hop
3311,Philip Bailey,1,soul
3312,Phlocalyst,4,Lo-Fi
3313,Phoebe Ryan,2,pop
3314,Phoenix,1,indie
3315,Phonon,519,dubstep
3316,Phonte,2,Hip-Hop
3317,Phony Ppl,4,Hip-Hop
3318,Phum Viphurit,1,thai
3319,Pia Mia,3,pop
3320,PianoBar+,1,Classical
3321,Picco,1,dance
3322,Pierre Boulez,1,contemporary classical
3323,Pinetops Winston,1,
3324,Pink Floyd,2,Progressive rock
3325,Pink Guy,45,Hip-Hop
3326,Pink Sweat$,7,rnb
3327,PinkFantasy,1,k-pop
3328,Piper,1,city pop
3329,Piper Madison,1,
3330,Pirokalpin,1,
3331,Pitbull,23,Hip-Hop
3332,Pixel Terror,1,electronic
3333,Pixies,1,alternative
3334,Planetshakers,1,worship
3335,PlayThatBoiZay,1,rap
3336,Playback,3,k-pop
3337,Playboi Carti,2,trap
3338,Player,2,70s
3339,Pleij,1,netherlands
3340,Plini,1,Progressive metal
3341,Plus-Tech Squeeze Box,1,japanese
3342,Plusma,13,instrumental hip-hop
3343,PnB Rock,1,hip hop
3344,Poco,2,country rock
3345,Poetically,1,electro house
3346,Polaris,1,indie
3347,Polkadot Stingray,22,rock
3348,Polo G,1,rap
3349,Polyphia,1,Progressive metal
3350,Pond,2,psychedelic
3351,Pony,1,indie
3352,Poolside,1,electronic
3353,Poom,1,indie
3354,Poppy,2,pop
3355,Poptartpete,2,beats
3356,Porter Robinson,17,electro house
3357,Portishead,16,trip-hop
3358,Portugal. The Man,1,experimental
3359,Post Animal,1,Psychedelic Rock
3360,Post Malone,102,Hip-Hop
3361,Poté,1,Saint Lucia
3362,Powerglove,1,Power metal
3363,Powers Pleasant,1,rap
